tree,SPR_dist,order,dist_type,dist_value
6,70,3,HOP,82
6,75,3,HOP,85
6,80,3,HOP,86
6,85,3,HOP,87
6,90,3,HOP,83
6,95,3,HOP,86
6,100,3,HOP,87
6,5,4,HOP,15
6,10,4,HOP,31
6,15,4,HOP,41
6,20,4,HOP,39
6,25,4,HOP,47
6,30,4,HOP,52
6,35,4,HOP,59
6,40,4,HOP,65
6,45,4,HOP,64
6,50,4,HOP,67
6,55,4,HOP,71
6,60,4,HOP,74
6,65,4,HOP,75
6,70,4,HOP,78
6,75,4,HOP,77
6,80,4,HOP,81
6,85,4,HOP,82
6,90,4,HOP,81
6,95,4,HOP,83
6,100,4,HOP,86
6,5,5,HOP,14
6,10,5,HOP,37
6,15,5,HOP,45
6,20,5,HOP,45
6,25,5,HOP,49
6,30,5,HOP,56
6,35,5,HOP,61
6,40,5,HOP,66
6,45,5,HOP,68
6,50,5,HOP,68
6,55,5,HOP,69
6,60,5,HOP,72
6,65,5,HOP,74
6,70,5,HOP,77
6,75,5,HOP,81
6,80,5,HOP,83
6,85,5,HOP,87
6,90,5,HOP,84
6,95,5,HOP,87
6,100,5,HOP,90
6,5,6,HOP,12
6,10,6,HOP,29
6,15,6,HOP,35
6,20,6,HOP,42
6,25,6,HOP,52
6,30,6,HOP,56
6,35,6,HOP,62
6,40,6,HOP,62
6,45,6,HOP,70
6,50,6,HOP,72
6,55,6,HOP,75
6,60,6,HOP,76
6,65,6,HOP,77
6,70,6,HOP,79
6,75,6,HOP,79
6,80,6,HOP,82
6,85,6,HOP,82
6,90,6,HOP,83
6,95,6,HOP,85
6,100,6,HOP,86
6,5,7,HOP,21
6,10,7,HOP,31
6,15,7,HOP,40
6,20,7,HOP,39
6,25,7,HOP,47
6,30,7,HOP,49
6,35,7,HOP,54
6,40,7,HOP,59
6,45,7,HOP,66
6,50,7,HOP,66
6,55,7,HOP,68
6,60,7,HOP,72
6,65,7,HOP,73
6,70,7,HOP,81
6,75,7,HOP,81
6,80,7,HOP,85
6,85,7,HOP,85
6,90,7,HOP,85
6,95,7,HOP,84
6,100,7,HOP,86
6,5,8,HOP,13
6,10,8,HOP,34
6,15,8,HOP,49
6,20,8,HOP,48
6,25,8,HOP,48
6,30,8,HOP,53
6,35,8,HOP,57
6,40,8,HOP,62
6,45,8,HOP,65
6,50,8,HOP,65
6,55,8,HOP,68
6,60,8,HOP,75
6,65,8,HOP,75
6,70,8,HOP,78
6,75,8,HOP,75
6,80,8,HOP,79
6,85,8,HOP,80
6,90,8,HOP,82
6,95,8,HOP,83
6,100,8,HOP,83
6,5,9,HOP,21
6,10,9,HOP,32
6,15,9,HOP,39
6,20,9,HOP,40
6,25,9,HOP,45
6,30,9,HOP,49
6,35,9,HOP,62
6,40,9,HOP,70
6,45,9,HOP,72
6,50,9,HOP,72
6,55,9,HOP,75
6,60,9,HOP,78
6,65,9,HOP,79
6,70,9,HOP,84
6,75,9,HOP,81
6,80,9,HOP,85
6,85,9,HOP,85
6,90,9,HOP,87
6,95,9,HOP,86
6,100,9,HOP,87
6,5,10,HOP,19
6,10,10,HOP,37
6,15,10,HOP,41
6,20,10,HOP,43
6,25,10,HOP,52
6,30,10,HOP,57
6,35,10,HOP,61
6,40,10,HOP,70
6,45,10,HOP,70
6,50,10,HOP,71
6,55,10,HOP,73
6,60,10,HOP,77
6,65,10,HOP,77
6,70,10,HOP,78
6,75,10,HOP,80
6,80,10,HOP,82
6,85,10,HOP,88
6,90,10,HOP,87
6,95,10,HOP,86
6,100,10,HOP,90
7,5,1,RF,52
7,10,1,RF,82
7,15,1,RF,102
7,20,1,RF,122
7,25,1,RF,140
7,30,1,RF,148
7,35,1,RF,156
7,40,1,RF,170
7,45,1,RF,172
7,50,1,RF,176
7,55,1,RF,178
7,60,1,RF,182
7,65,1,RF,184
7,70,1,RF,184
7,75,1,RF,186
7,80,1,RF,188
7,85,1,RF,188
7,90,1,RF,188
7,95,1,RF,188
7,100,1,RF,190
7,5,1,HOP,9
7,10,1,HOP,22
7,15,1,HOP,24
7,20,1,HOP,37
7,25,1,HOP,44
7,30,1,HOP,60
7,35,1,HOP,64
7,40,1,HOP,69
7,45,1,HOP,71
7,50,1,HOP,75
7,55,1,HOP,77
7,60,1,HOP,79
7,65,1,HOP,80
7,70,1,HOP,80
7,75,1,HOP,80
7,80,1,HOP,82
7,85,1,HOP,83
7,90,1,HOP,83
7,95,1,HOP,87
7,100,1,HOP,88
7,5,2,HOP,14
7,10,2,HOP,23
7,15,2,HOP,25
7,20,2,HOP,33
7,25,2,HOP,44
7,30,2,HOP,56
7,35,2,HOP,59
7,40,2,HOP,70
7,45,2,HOP,71
7,50,2,HOP,73
7,55,2,HOP,74
7,60,2,HOP,75
7,65,2,HOP,79
7,70,2,HOP,80
7,75,2,HOP,82
7,80,2,HOP,83
7,85,2,HOP,83
7,90,2,HOP,85
7,95,2,HOP,85
7,100,2,HOP,89
7,5,3,HOP,14
7,10,3,HOP,22
7,15,3,HOP,32
7,20,3,HOP,39
7,25,3,HOP,45
7,30,3,HOP,51
7,35,3,HOP,55
7,40,3,HOP,61
7,45,3,HOP,60
7,50,3,HOP,64
7,55,3,HOP,68
7,60,3,HOP,76
7,65,3,HOP,77
7,70,3,HOP,78
7,75,3,HOP,79
7,80,3,HOP,78
7,85,3,HOP,82
7,90,3,HOP,83
7,95,3,HOP,85
7,100,3,HOP,86
7,5,4,HOP,9
7,10,4,HOP,14
7,15,4,HOP,30
7,20,4,HOP,43
7,25,4,HOP,52
7,30,4,HOP,59
7,35,4,HOP,65
7,40,4,HOP,70
7,45,4,HOP,71
7,50,4,HOP,73
7,55,4,HOP,75
7,60,4,HOP,77
7,65,4,HOP,80
7,70,4,HOP,80
7,75,4,HOP,82
7,80,4,HOP,82
7,85,4,HOP,83
7,90,4,HOP,85
7,95,4,HOP,88
7,100,4,HOP,89
7,5,5,HOP,16
7,10,5,HOP,33
7,15,5,HOP,39
7,20,5,HOP,43
7,25,5,HOP,50
7,30,5,HOP,57
7,35,5,HOP,63
7,40,5,HOP,71
7,45,5,HOP,71
7,50,5,HOP,73
7,55,5,HOP,75
7,60,5,HOP,78
7,65,5,HOP,79
7,70,5,HOP,79
7,75,5,HOP,80
7,80,5,HOP,82
7,85,5,HOP,84
7,90,5,HOP,84
7,95,5,HOP,85
7,100,5,HOP,87
7,5,6,HOP,11
7,10,6,HOP,17
7,15,6,HOP,29
7,20,6,HOP,42
7,25,6,HOP,53
7,30,6,HOP,61
7,35,6,HOP,65
7,40,6,HOP,75
7,45,6,HOP,75
7,50,6,HOP,76
7,55,6,HOP,76
7,60,6,HOP,79
7,65,6,HOP,81
7,70,6,HOP,81
7,75,6,HOP,82
7,80,6,HOP,82
7,85,6,HOP,82
7,90,6,HOP,86
7,95,6,HOP,90
7,100,6,HOP,91
7,5,7,HOP,12
7,10,7,HOP,18
7,15,7,HOP,27
7,20,7,HOP,35
7,25,7,HOP,44
7,30,7,HOP,55
7,35,7,HOP,58
7,40,7,HOP,62
7,45,7,HOP,62
7,50,7,HOP,68
7,55,7,HOP,70
7,60,7,HOP,75
7,65,7,HOP,79
7,70,7,HOP,82
7,75,7,HOP,85
7,80,7,HOP,84
7,85,7,HOP,83
7,90,7,HOP,84
7,95,7,HOP,85
7,100,7,HOP,86
7,5,8,HOP,20
7,10,8,HOP,29
7,15,8,HOP,38
7,20,8,HOP,43
7,25,8,HOP,54
7,30,8,HOP,62
7,35,8,HOP,62
7,40,8,HOP,67
7,45,8,HOP,67
7,50,8,HOP,74
7,55,8,HOP,76
7,60,8,HOP,80
7,65,8,HOP,84
7,70,8,HOP,86
7,75,8,HOP,86
7,80,8,HOP,89
7,85,8,HOP,90
7,90,8,HOP,90
7,95,8,HOP,89
7,100,8,HOP,90
7,5,9,HOP,10
7,10,9,HOP,19
7,15,9,HOP,27
7,20,9,HOP,35
7,25,9,HOP,43
7,30,9,HOP,54
7,35,9,HOP,56
7,40,9,HOP,68
7,45,9,HOP,68
7,50,9,HOP,70
7,55,9,HOP,73
7,60,9,HOP,76
7,65,9,HOP,79
7,70,9,HOP,80
7,75,9,HOP,81
7,80,9,HOP,81
7,85,9,HOP,81
7,90,9,HOP,81
7,95,9,HOP,82
7,100,9,HOP,84
7,5,10,HOP,15
7,10,10,HOP,18
7,15,10,HOP,28
7,20,10,HOP,42
7,25,10,HOP,53
7,30,10,HOP,63
7,35,10,HOP,67
7,40,10,HOP,76
7,45,10,HOP,76
7,50,10,HOP,79
7,55,10,HOP,79
7,60,10,HOP,85
7,65,10,HOP,86
7,70,10,HOP,86
7,75,10,HOP,87
7,80,10,HOP,88
7,85,10,HOP,87
7,90,10,HOP,87
7,95,10,HOP,86
7,100,10,HOP,87
8,5,1,RF,66
8,10,1,RF,84
8,15,1,RF,110
8,20,1,RF,120
8,25,1,RF,138
8,30,1,RF,152
8,35,1,RF,164
8,40,1,RF,164
8,45,1,RF,170
8,50,1,RF,170
8,55,1,RF,174
8,60,1,RF,174
8,65,1,RF,178
8,70,1,RF,176
8,75,1,RF,182
8,80,1,RF,184
8,85,1,RF,184
8,90,1,RF,182
8,95,1,RF,184
8,100,1,RF,184
8,5,1,HOP,10
8,10,1,HOP,29
8,15,1,HOP,37
8,20,1,HOP,41
8,25,1,HOP,49
8,30,1,HOP,55
8,35,1,HOP,59
8,40,1,HOP,62
8,45,1,HOP,63
8,50,1,HOP,62
8,55,1,HOP,66
8,60,1,HOP,67
8,65,1,HOP,69
8,70,1,HOP,70
8,75,1,HOP,75
8,80,1,HOP,80
8,85,1,HOP,83
8,90,1,HOP,83
8,95,1,HOP,84
8,100,1,HOP,82
8,5,2,HOP,16
8,10,2,HOP,20
8,15,2,HOP,30
8,20,2,HOP,40
8,25,2,HOP,47
8,30,2,HOP,53
8,35,2,HOP,56
8,40,2,HOP,58
8,45,2,HOP,61
8,50,2,HOP,70
8,55,2,HOP,72
8,60,2,HOP,75
8,65,2,HOP,77
8,70,2,HOP,75
8,75,2,HOP,79
8,80,2,HOP,80
8,85,2,HOP,80
8,90,2,HOP,80
8,95,2,HOP,80
8,100,2,HOP,81
8,5,3,HOP,23
8,10,3,HOP,31
8,15,3,HOP,40
8,20,3,HOP,43
8,25,3,HOP,52
8,30,3,HOP,55
8,35,3,HOP,65
8,40,3,HOP,66
8,45,3,HOP,70
8,50,3,HOP,69
8,55,3,HOP,73
8,60,3,HOP,73
8,65,3,HOP,73
8,70,3,HOP,74
8,75,3,HOP,79
8,80,3,HOP,80
8,85,3,HOP,78
8,90,3,HOP,79
8,95,3,HOP,81
8,100,3,HOP,84
8,5,4,HOP,21
8,10,4,HOP,25
8,15,4,HOP,39
8,20,4,HOP,46
8,25,4,HOP,59
8,30,4,HOP,63
8,35,4,HOP,68
8,40,4,HOP,73
8,45,4,HOP,78
8,50,4,HOP,76
8,55,4,HOP,78
8,60,4,HOP,78
8,65,4,HOP,80
8,70,4,HOP,81
8,75,4,HOP,83
8,80,4,HOP,85
8,85,4,HOP,82
8,90,4,HOP,82
8,95,4,HOP,85
8,100,4,HOP,86
8,5,5,HOP,10
8,10,5,HOP,26
8,15,5,HOP,35
8,20,5,HOP,41
8,25,5,HOP,49
8,30,5,HOP,59
8,35,5,HOP,64
8,40,5,HOP,66
8,45,5,HOP,68
8,50,5,HOP,69
8,55,5,HOP,68
8,60,5,HOP,71
8,65,5,HOP,73
8,70,5,HOP,76
8,75,5,HOP,81
8,80,5,HOP,87
8,85,5,HOP,85
8,90,5,HOP,86
8,95,5,HOP,88
8,100,5,HOP,88
8,5,6,HOP,10
8,10,6,HOP,24
8,15,6,HOP,36
8,20,6,HOP,36
8,25,6,HOP,47
8,30,6,HOP,54
8,35,6,HOP,63
8,40,6,HOP,65
8,45,6,HOP,68
8,50,6,HOP,67
8,55,6,HOP,72
8,60,6,HOP,76
8,65,6,HOP,78
8,70,6,HOP,79
8,75,6,HOP,84
8,80,6,HOP,84
8,85,6,HOP,85
8,90,6,HOP,84
8,95,6,HOP,85
8,100,6,HOP,86
8,5,7,HOP,17
8,10,7,HOP,22
8,15,7,HOP,28
8,20,7,HOP,39
8,25,7,HOP,53
8,30,7,HOP,56
8,35,7,HOP,62
8,40,7,HOP,69
8,45,7,HOP,76
8,50,7,HOP,76
8,55,7,HOP,76
8,60,7,HOP,77
8,65,7,HOP,80
8,70,7,HOP,81
8,75,7,HOP,84
8,80,7,HOP,86
8,85,7,HOP,86
8,90,7,HOP,85
8,95,7,HOP,82
8,100,7,HOP,86
8,5,8,HOP,19
8,10,8,HOP,37
8,15,8,HOP,43
8,20,8,HOP,46
8,25,8,HOP,58
8,30,8,HOP,65
8,35,8,HOP,69
8,40,8,HOP,69
8,45,8,HOP,73
8,50,8,HOP,73
8,55,8,HOP,74
8,60,8,HOP,76
8,65,8,HOP,79
8,70,8,HOP,76
8,75,8,HOP,77
8,80,8,HOP,80
8,85,8,HOP,79
8,90,8,HOP,80
8,95,8,HOP,81
8,100,8,HOP,82
8,5,9,HOP,24
8,10,9,HOP,26
8,15,9,HOP,35
8,20,9,HOP,41
8,25,9,HOP,56
8,30,9,HOP,56
8,35,9,HOP,62
8,40,9,HOP,64
8,45,9,HOP,69
8,50,9,HOP,70
8,55,9,HOP,74
8,60,9,HOP,73
8,65,9,HOP,75
8,70,9,HOP,74
8,75,9,HOP,77
8,80,9,HOP,78
8,85,9,HOP,81
8,90,9,HOP,81
8,95,9,HOP,82
8,100,9,HOP,83
8,5,10,HOP,17
8,10,10,HOP,23
8,15,10,HOP,33
8,20,10,HOP,41
8,25,10,HOP,49
8,30,10,HOP,64
8,35,10,HOP,69
8,40,10,HOP,71
8,45,10,HOP,70
8,50,10,HOP,70
8,55,10,HOP,72
8,60,10,HOP,70
8,65,10,HOP,73
8,70,10,HOP,72
8,75,10,HOP,76
8,80,10,HOP,79
8,85,10,HOP,80
8,90,10,HOP,79
8,95,10,HOP,85
8,100,10,HOP,86
9,5,1,RF,56
9,10,1,RF,82
9,15,1,RF,104
9,20,1,RF,120
9,25,1,RF,132
9,30,1,RF,140
9,35,1,RF,150
9,40,1,RF,162
9,45,1,RF,164
9,50,1,RF,168
9,55,1,RF,170
9,60,1,RF,172
9,65,1,RF,178
9,70,1,RF,178
9,75,1,RF,182
9,80,1,RF,184
9,85,1,RF,186
9,90,1,RF,186
9,95,1,RF,190
9,100,1,RF,190
9,5,1,HOP,13
9,10,1,HOP,25
9,15,1,HOP,28
9,20,1,HOP,37
9,25,1,HOP,42
9,30,1,HOP,46
9,35,1,HOP,55
9,40,1,HOP,61
9,45,1,HOP,64
9,50,1,HOP,69
9,55,1,HOP,73
9,60,1,HOP,73
9,65,1,HOP,79
9,70,1,HOP,81
9,75,1,HOP,83
9,80,1,HOP,82
9,85,1,HOP,83
9,90,1,HOP,86
9,95,1,HOP,89
9,100,1,HOP,89
9,5,2,HOP,14
9,10,2,HOP,21
9,15,2,HOP,32
9,20,2,HOP,42
9,25,2,HOP,45
9,30,2,HOP,53
9,35,2,HOP,61
9,40,2,HOP,70
9,45,2,HOP,71
9,50,2,HOP,74
9,55,2,HOP,79
9,60,2,HOP,81
9,65,2,HOP,85
9,70,2,HOP,86
9,75,2,HOP,88
9,80,2,HOP,89
9,85,2,HOP,91
9,90,2,HOP,90
9,95,2,HOP,92
9,100,2,HOP,91
9,5,3,HOP,12
9,10,3,HOP,31
9,15,3,HOP,41
9,20,3,HOP,52
9,25,3,HOP,53
9,30,3,HOP,57
9,35,3,HOP,62
9,40,3,HOP,68
9,45,3,HOP,70
9,50,3,HOP,71
9,55,3,HOP,70
9,60,3,HOP,74
9,65,3,HOP,77
9,70,3,HOP,78
9,75,3,HOP,82
9,80,3,HOP,83
9,85,3,HOP,85
9,90,3,HOP,85
9,95,3,HOP,89
9,100,3,HOP,90
9,5,4,HOP,15
9,10,4,HOP,27
9,15,4,HOP,32
9,20,4,HOP,39
9,25,4,HOP,48
9,30,4,HOP,53
9,35,4,HOP,60
9,40,4,HOP,69
9,45,4,HOP,70
9,50,4,HOP,75
9,55,4,HOP,74
9,60,4,HOP,79
9,65,4,HOP,82
9,70,4,HOP,82
9,75,4,HOP,84
9,80,4,HOP,87
9,85,4,HOP,88
9,90,4,HOP,88
9,95,4,HOP,90
9,100,4,HOP,90
9,5,5,HOP,19
9,10,5,HOP,28
9,15,5,HOP,34
9,20,5,HOP,42
9,25,5,HOP,52
9,30,5,HOP,56
9,35,5,HOP,61
9,40,5,HOP,66
9,45,5,HOP,69
9,50,5,HOP,71
9,55,5,HOP,76
9,60,5,HOP,77
9,65,5,HOP,82
9,70,5,HOP,82
9,75,5,HOP,84
9,80,5,HOP,86
9,85,5,HOP,87
9,90,5,HOP,85
9,95,5,HOP,88
9,100,5,HOP,87
9,5,6,HOP,20
9,10,6,HOP,30
9,15,6,HOP,35
9,20,6,HOP,49
9,25,6,HOP,53
9,30,6,HOP,58
9,35,6,HOP,63
9,40,6,HOP,69
9,45,6,HOP,67
9,50,6,HOP,72
9,55,6,HOP,75
9,60,6,HOP,78
9,65,6,HOP,82
9,70,6,HOP,84
9,75,6,HOP,86
9,80,6,HOP,87
9,85,6,HOP,88
9,90,6,HOP,87
9,95,6,HOP,88
9,100,6,HOP,88
9,5,7,HOP,18
9,10,7,HOP,31
9,15,7,HOP,35
9,20,7,HOP,45
9,25,7,HOP,49
9,30,7,HOP,53
9,35,7,HOP,66
9,40,7,HOP,71
9,45,7,HOP,72
9,50,7,HOP,75
9,55,7,HOP,77
9,60,7,HOP,76
9,65,7,HOP,80
9,70,7,HOP,80
9,75,7,HOP,82
9,80,7,HOP,83
9,85,7,HOP,85
9,90,7,HOP,83
9,95,7,HOP,84
9,100,7,HOP,84
9,5,8,HOP,20
9,10,8,HOP,25
9,15,8,HOP,28
9,20,8,HOP,49
9,25,8,HOP,47
9,30,8,HOP,54
9,35,8,HOP,61
9,40,8,HOP,65
9,45,8,HOP,66
9,50,8,HOP,70
9,55,8,HOP,73
9,60,8,HOP,73
9,65,8,HOP,78
9,70,8,HOP,81
9,75,8,HOP,84
9,80,8,HOP,85
9,85,8,HOP,87
9,90,8,HOP,86
9,95,8,HOP,89
9,100,8,HOP,89
9,5,9,HOP,18
9,10,9,HOP,31
9,15,9,HOP,36
9,20,9,HOP,48
9,25,9,HOP,52
9,30,9,HOP,56
9,35,9,HOP,61
9,40,9,HOP,68
9,45,9,HOP,71
9,50,9,HOP,73
9,55,9,HOP,76
9,60,9,HOP,78
9,65,9,HOP,81
9,70,9,HOP,82
9,75,9,HOP,84
9,80,9,HOP,85
9,85,9,HOP,87
9,90,9,HOP,85
9,95,9,HOP,86
9,100,9,HOP,87
9,5,10,HOP,21
9,10,10,HOP,30
9,15,10,HOP,37
9,20,10,HOP,49
9,25,10,HOP,52
9,30,10,HOP,54
9,35,10,HOP,62
9,40,10,HOP,68
9,45,10,HOP,70
9,50,10,HOP,73
9,55,10,HOP,77
9,60,10,HOP,80
9,65,10,HOP,83
9,70,10,HOP,81
9,75,10,HOP,84
9,80,10,HOP,85
9,85,10,HOP,86
9,90,10,HOP,84
9,95,10,HOP,87
9,100,10,HOP,89
10,5,1,RF,64
10,10,1,RF,76
10,15,1,RF,108
10,20,1,RF,128
10,25,1,RF,140
10,30,1,RF,148
10,35,1,RF,162
10,40,1,RF,168
10,45,1,RF,170
10,50,1,RF,172
10,55,1,RF,172
10,60,1,RF,176
10,65,1,RF,178
10,70,1,RF,178
10,75,1,RF,180
10,80,1,RF,184
10,85,1,RF,186
10,90,1,RF,186
10,95,1,RF,188
10,100,1,RF,190
10,5,1,HOP,13
10,10,1,HOP,15
10,15,1,HOP,28
10,20,1,HOP,32
10,25,1,HOP,42
10,30,1,HOP,46
10,35,1,HOP,55
10,40,1,HOP,53
10,45,1,HOP,57
10,50,1,HOP,65
10,55,1,HOP,69
10,60,1,HOP,74
10,65,1,HOP,73
10,70,1,HOP,75
10,75,1,HOP,77
10,80,1,HOP,78
10,85,1,HOP,83
10,90,1,HOP,84
10,95,1,HOP,85
10,100,1,HOP,87
10,5,2,HOP,17
10,10,2,HOP,22
10,15,2,HOP,34
10,20,2,HOP,45
10,25,2,HOP,55
10,30,2,HOP,58
10,35,2,HOP,65
10,40,2,HOP,69
10,45,2,HOP,71
10,50,2,HOP,74
10,55,2,HOP,79
10,60,2,HOP,82
10,65,2,HOP,83
10,70,2,HOP,83
10,75,2,HOP,81
10,80,2,HOP,85
10,85,2,HOP,87
10,90,2,HOP,92
10,95,2,HOP,92
10,100,2,HOP,92
10,5,3,HOP,12
10,10,3,HOP,17
10,15,3,HOP,24
10,20,3,HOP,31
10,25,3,HOP,35
10,30,3,HOP,46
10,35,3,HOP,60
10,40,3,HOP,67
10,45,3,HOP,68
10,50,3,HOP,71
10,55,3,HOP,74
10,60,3,HOP,77
10,65,3,HOP,78
10,70,3,HOP,79
10,75,3,HOP,79
10,80,3,HOP,81
10,85,3,HOP,84
10,90,3,HOP,87
10,95,3,HOP,89
10,100,3,HOP,91
10,5,4,HOP,21
10,10,4,HOP,26
10,15,4,HOP,34
10,20,4,HOP,44
10,25,4,HOP,55
10,30,4,HOP,60
10,35,4,HOP,65
10,40,4,HOP,71
10,45,4,HOP,73
10,50,4,HOP,76
10,55,4,HOP,76
10,60,4,HOP,79
10,65,4,HOP,81
10,70,4,HOP,81
10,75,4,HOP,83
10,80,4,HOP,84
10,85,4,HOP,86
10,90,4,HOP,86
10,95,4,HOP,89
10,100,4,HOP,91
10,5,5,HOP,17
10,10,5,HOP,23
10,15,5,HOP,35
10,20,5,HOP,45
10,25,5,HOP,58
10,30,5,HOP,64
10,35,5,HOP,69
10,40,5,HOP,72
10,45,5,HOP,72
10,50,5,HOP,73
10,55,5,HOP,74
10,60,5,HOP,78
10,65,5,HOP,81
10,70,5,HOP,81
10,75,5,HOP,85
10,80,5,HOP,88
10,85,5,HOP,90
10,90,5,HOP,90
10,95,5,HOP,91
10,100,5,HOP,92
10,5,6,HOP,15
10,10,6,HOP,21
10,15,6,HOP,34
10,20,6,HOP,46
10,25,6,HOP,54
10,30,6,HOP,59
10,35,6,HOP,67
10,40,6,HOP,71
10,45,6,HOP,72
10,50,6,HOP,76
10,55,6,HOP,78
10,60,6,HOP,81
10,65,6,HOP,83
10,70,6,HOP,79
10,75,6,HOP,79
10,80,6,HOP,82
10,85,6,HOP,84
10,90,6,HOP,85
10,95,6,HOP,87
10,100,6,HOP,90
10,5,7,HOP,11
10,10,7,HOP,17
10,15,7,HOP,29
10,20,7,HOP,43
10,25,7,HOP,48
10,30,7,HOP,57
10,35,7,HOP,64
10,40,7,HOP,70
10,45,7,HOP,72
10,50,7,HOP,74
10,55,7,HOP,75
10,60,7,HOP,77
10,65,7,HOP,80
10,70,7,HOP,83
10,75,7,HOP,85
10,80,7,HOP,86
10,85,7,HOP,88
10,90,7,HOP,87
10,95,7,HOP,89
10,100,7,HOP,91
10,5,8,HOP,21
10,10,8,HOP,26
10,15,8,HOP,38
10,20,8,HOP,50
10,25,8,HOP,55
10,30,8,HOP,59
10,35,8,HOP,70
10,40,8,HOP,72
10,45,8,HOP,73
10,50,8,HOP,75
10,55,8,HOP,78
10,60,8,HOP,80
10,65,8,HOP,82
10,70,8,HOP,82
10,75,8,HOP,83
10,80,8,HOP,83
10,85,8,HOP,85
10,90,8,HOP,85
10,95,8,HOP,89
10,100,8,HOP,91
10,5,9,HOP,17
10,10,9,HOP,23
10,15,9,HOP,32
10,20,9,HOP,36
10,25,9,HOP,46
10,30,9,HOP,48
10,35,9,HOP,60
10,40,9,HOP,60
10,45,9,HOP,66
10,50,9,HOP,69
10,55,9,HOP,77
10,60,9,HOP,79
10,65,9,HOP,82
10,70,9,HOP,83
10,75,9,HOP,85
10,80,9,HOP,87
10,85,9,HOP,90
10,90,9,HOP,91
10,95,9,HOP,92
10,100,9,HOP,93
10,5,10,HOP,9
10,10,10,HOP,11
10,15,10,HOP,27
10,20,10,HOP,39
10,25,10,HOP,47
10,30,10,HOP,55
10,35,10,HOP,59
10,40,10,HOP,64
10,45,10,HOP,67
10,50,10,HOP,73
10,55,10,HOP,73
10,60,10,HOP,78
10,65,10,HOP,79
10,70,10,HOP,79
10,75,10,HOP,82
10,80,10,HOP,85
10,85,10,HOP,86
10,90,10,HOP,87
10,95,10,HOP,89
10,100,10,HOP,91
11,5,1,RF,58
11,10,1,RF,80
11,15,1,RF,106
11,20,1,RF,116
11,25,1,RF,132
11,30,1,RF,142
11,35,1,RF,148
11,40,1,RF,156
11,45,1,RF,164
11,50,1,RF,168
11,55,1,RF,170
11,60,1,RF,172
11,65,1,RF,174
11,70,1,RF,178
11,75,1,RF,178
11,80,1,RF,180
11,85,1,RF,180
11,90,1,RF,184
11,95,1,RF,184
11,100,1,RF,184
11,5,1,HOP,14
11,10,1,HOP,25
11,15,1,HOP,32
11,20,1,HOP,39
11,25,1,HOP,44
11,30,1,HOP,58
11,35,1,HOP,58
11,40,1,HOP,61
11,45,1,HOP,64
11,50,1,HOP,66
11,55,1,HOP,69
11,60,1,HOP,70
11,65,1,HOP,71
11,70,1,HOP,76
11,75,1,HOP,77
11,80,1,HOP,80
11,85,1,HOP,78
11,90,1,HOP,79
11,95,1,HOP,80
11,100,1,HOP,82
11,5,2,HOP,10
11,10,2,HOP,16
11,15,2,HOP,20
11,20,2,HOP,32
11,25,2,HOP,36
11,30,2,HOP,48
11,35,2,HOP,50
11,40,2,HOP,56
11,45,2,HOP,63
11,50,2,HOP,64
11,55,2,HOP,67
11,60,2,HOP,70
11,65,2,HOP,71
11,70,2,HOP,77
11,75,2,HOP,80
11,80,2,HOP,83
11,85,2,HOP,83
11,90,2,HOP,85
11,95,2,HOP,86
11,100,2,HOP,87
11,5,3,HOP,10
11,10,3,HOP,22
11,15,3,HOP,26
11,20,3,HOP,36
11,25,3,HOP,44
11,30,3,HOP,59
11,35,3,HOP,63
11,40,3,HOP,67
11,45,3,HOP,73
11,50,3,HOP,73
11,55,3,HOP,76
11,60,3,HOP,79
11,65,3,HOP,81
11,70,3,HOP,81
11,75,3,HOP,81
11,80,3,HOP,83
11,85,3,HOP,84
11,90,3,HOP,86
11,95,3,HOP,83
11,100,3,HOP,84
11,5,4,HOP,11
11,10,4,HOP,17
11,15,4,HOP,24
11,20,4,HOP,37
11,25,4,HOP,46
11,30,4,HOP,54
11,35,4,HOP,58
11,40,4,HOP,65
11,45,4,HOP,70
11,50,4,HOP,73
11,55,4,HOP,75
11,60,4,HOP,78
11,65,4,HOP,80
11,70,4,HOP,80
11,75,4,HOP,81
11,80,4,HOP,83
11,85,4,HOP,84
11,90,4,HOP,84
11,95,4,HOP,85
11,100,4,HOP,85
11,5,5,HOP,20
11,10,5,HOP,23
11,15,5,HOP,35
11,20,5,HOP,42
11,25,5,HOP,48
11,30,5,HOP,55
11,35,5,HOP,59
11,40,5,HOP,65
11,45,5,HOP,68
11,50,5,HOP,71
11,55,5,HOP,71
11,60,5,HOP,72
11,65,5,HOP,74
11,70,5,HOP,77
11,75,5,HOP,78
11,80,5,HOP,81
11,85,5,HOP,85
11,90,5,HOP,86
11,95,5,HOP,88
11,100,5,HOP,88
11,5,6,HOP,11
11,10,6,HOP,17
11,15,6,HOP,27
11,20,6,HOP,34
11,25,6,HOP,40
11,30,6,HOP,48
11,35,6,HOP,52
11,40,6,HOP,58
11,45,6,HOP,65
11,50,6,HOP,67
11,55,6,HOP,73
11,60,6,HOP,79
11,65,6,HOP,81
11,70,6,HOP,80
11,75,6,HOP,80
11,80,6,HOP,83
11,85,6,HOP,86
11,90,6,HOP,88
11,95,6,HOP,86
11,100,6,HOP,88
11,5,7,HOP,19
11,10,7,HOP,24
11,15,7,HOP,31
11,20,7,HOP,38
11,25,7,HOP,54
11,30,7,HOP,66
